train,label
disp_lobe1_00109.tif,None
disp_lobe1_00110.tif,None
disp_lobe1_00111.tif,None
disp_lobe1_00112.tif,None
disp_lobe1_00113.tif,None
disp_lobe1_00114.tif,None
disp_lobe1_00115.tif,None
disp_lobe1_00116.tif,None
disp_lobe1_00117.tif,None
disp_lobe1_00118.tif,None
disp_lobe1_00119.tif,None
disp_lobe1_00120.tif,None
disp_lobe1_00121.tif,None
disp_lobe1_00122.tif,None
disp_lobe1_00123.tif,None
disp_lobe1_00124.tif,None
disp_lobe1_00125.tif,None
disp_lobe1_00126.tif,None
disp_lobe1_00127.tif,None
disp_lobe1_00128.tif,None
disp_lobe1_00129.tif,None
disp_lobe1_00130.tif,None
disp_lobe1_00131.tif,None
disp_lobe1_00132.tif,None
disp_lobe1_00133.tif,None
disp_lobe1_00134.tif,None
disp_lobe1_00135.tif,None
disp_lobe1_00136.tif,None
disp_lobe1_00137.tif,None
disp_lobe1_00138.tif,None
disp_lobe1_00139.tif,None
disp_lobe1_00140.tif,None
disp_lobe1_00141.tif,None
disp_lobe1_00142.tif,None
disp_lobe1_00143.tif,None
disp_lobe1_00144.tif,None
disp_lobe1_00145.tif,None
disp_lobe1_00146.tif,None
disp_lobe1_00147.tif,None
disp_lobe1_00148.tif,None
disp_lobe1_00149.tif,None
disp_lobe1_00150.tif,None
disp_lobe1_00151.tif,None
disp_lobe1_00152.tif,None
disp_lobe1_00153.tif,None
disp_lobe1_00154.tif,None
disp_lobe1_00155.tif,None
disp_lobe1_00156.tif,None
disp_lobe1_00157.tif,None
disp_lobe1_00158.tif,None
disp_lobe1_00159.tif,None
disp_lobe1_00160.tif,None
disp_lobe1_00161.tif,mask_lobe1_00161.tif
disp_lobe1_00162.tif,None
disp_lobe1_00163.tif,None
disp_lobe1_00164.tif,None
disp_lobe1_00165.tif,None
disp_lobe1_00166.tif,None
disp_lobe1_00167.tif,None
disp_lobe1_00168.tif,None
disp_lobe1_00169.tif,None
disp_lobe1_00170.tif,None
disp_lobe1_00171.tif,None
disp_lobe1_00172.tif,None
disp_lobe1_00173.tif,None
disp_lobe1_00174.tif,None
disp_lobe1_00175.tif,None
disp_lobe1_00176.tif,None
disp_lobe1_00177.tif,None
disp_lobe1_00178.tif,None
disp_lobe1_00179.tif,None
disp_lobe1_00180.tif,None
disp_lobe1_00181.tif,None
disp_lobe1_00182.tif,None
disp_lobe1_00183.tif,None
disp_lobe1_00184.tif,None
disp_lobe1_00185.tif,None
disp_lobe1_00186.tif,None
disp_lobe1_00187.tif,None
disp_lobe1_00188.tif,None
disp_lobe1_00189.tif,None
disp_lobe1_00190.tif,None
disp_lobe1_00191.tif,None
disp_lobe1_00192.tif,None
disp_lobe1_00193.tif,None
disp_lobe1_00194.tif,None
disp_lobe1_00195.tif,None
disp_lobe1_00196.tif,None
disp_lobe1_00197.tif,None
disp_lobe1_00198.tif,None
disp_lobe1_00199.tif,None
disp_lobe1_00200.tif,None
disp_lobe1_00201.tif,None
disp_lobe1_00202.tif,None
disp_lobe1_00203.tif,None
disp_lobe1_00204.tif,None
disp_lobe1_00205.tif,None
disp_lobe1_00206.tif,None
disp_lobe1_00207.tif,None
disp_lobe1_00208.tif,None
disp_lobe1_00209.tif,None
disp_lobe1_00210.tif,None
disp_lobe1_00211.tif,None
disp_lobe1_00212.tif,None
disp_lobe1_00213.tif,None
disp_lobe1_00214.tif,None
disp_lobe1_00215.tif,None
disp_lobe1_00216.tif,None
disp_lobe1_00217.tif,None
disp_lobe1_00218.tif,None
disp_lobe1_00219.tif,None
disp_lobe1_00220.tif,None
disp_lobe1_00221.tif,None
disp_lobe1_00222.tif,None
disp_lobe1_00223.tif,None
disp_lobe1_00224.tif,None
disp_lobe1_00225.tif,None
disp_lobe1_00226.tif,None
disp_lobe1_00227.tif,None
disp_lobe1_00228.tif,None
disp_lobe1_00229.tif,None
disp_lobe1_00230.tif,None
disp_lobe1_00231.tif,None
disp_lobe1_00232.tif,None
disp_lobe1_00233.tif,None
disp_lobe1_00234.tif,None
disp_lobe1_00235.tif,None
disp_lobe1_00236.tif,None
disp_lobe1_00237.tif,None
disp_lobe1_00238.tif,None
disp_lobe1_00239.tif,None
disp_lobe1_00240.tif,None
disp_lobe1_00241.tif,None
disp_lobe1_00242.tif,None
disp_lobe1_00243.tif,None
disp_lobe1_00244.tif,None
disp_lobe1_00245.tif,mask_lobe1_00245.tif
disp_lobe1_00246.tif,None
disp_lobe1_00247.tif,None
disp_lobe1_00248.tif,None
disp_lobe1_00249.tif,None
disp_lobe1_00250.tif,None
disp_lobe1_00251.tif,None
disp_lobe1_00252.tif,None
disp_lobe1_00253.tif,None
disp_lobe1_00254.tif,None
disp_lobe1_00255.tif,None
disp_lobe1_00256.tif,None
disp_lobe1_00257.tif,None
disp_lobe1_00258.tif,None
disp_lobe1_00259.tif,None
disp_lobe1_00260.tif,None
disp_lobe1_00261.tif,None
disp_lobe1_00262.tif,None
disp_lobe1_00263.tif,None
disp_lobe1_00264.tif,None
disp_lobe1_00265.tif,None
disp_lobe1_00266.tif,None
disp_lobe1_00267.tif,None
disp_lobe1_00268.tif,None
disp_lobe1_00269.tif,None
disp_lobe1_00270.tif,None
disp_lobe1_00271.tif,None
disp_lobe1_00272.tif,None
disp_lobe1_00273.tif,None
disp_lobe1_00274.tif,None
disp_lobe1_00275.tif,None
disp_lobe1_00276.tif,None
disp_lobe1_00277.tif,None
disp_lobe1_00278.tif,None
disp_lobe1_00279.tif,None
disp_lobe1_00280.tif,None
disp_lobe1_00281.tif,None
disp_lobe1_00282.tif,None
disp_lobe1_00283.tif,None
disp_lobe1_00284.tif,None
disp_lobe1_00285.tif,None
disp_lobe1_00286.tif,None
disp_lobe1_00287.tif,None
disp_lobe1_00288.tif,None
disp_lobe1_00289.tif,None
disp_lobe1_00290.tif,None
disp_lobe1_00291.tif,None
disp_lobe1_00292.tif,None
disp_lobe1_00293.tif,None
disp_lobe1_00294.tif,None
disp_lobe1_00295.tif,None
disp_lobe1_00296.tif,None
disp_lobe1_00297.tif,None
disp_lobe1_00298.tif,None
disp_lobe1_00299.tif,None
disp_lobe1_00300.tif,None
disp_lobe1_00301.tif,None
disp_lobe1_00302.tif,None
disp_lobe1_00303.tif,None
disp_lobe1_00304.tif,None
disp_lobe1_00305.tif,None
disp_lobe1_00306.tif,None
disp_lobe1_00307.tif,None
disp_lobe1_00308.tif,None
disp_lobe1_00309.tif,None
disp_lobe1_00310.tif,None
disp_lobe1_00311.tif,None
disp_lobe1_00312.tif,None
disp_lobe1_00313.tif,None
disp_lobe1_00314.tif,None
disp_lobe1_00315.tif,None
disp_lobe1_00316.tif,None
disp_lobe1_00317.tif,None
disp_lobe1_00318.tif,None
disp_lobe1_00319.tif,None
disp_lobe1_00320.tif,None
disp_lobe1_00321.tif,None
disp_lobe1_00322.tif,None
disp_lobe1_00323.tif,None
disp_lobe1_00324.tif,None
disp_lobe1_00325.tif,None
disp_lobe1_00326.tif,None
disp_lobe1_00327.tif,None
disp_lobe1_00328.tif,None
disp_lobe1_00329.tif,None
disp_lobe1_00330.tif,None
disp_lobe1_00331.tif,None
disp_lobe1_00332.tif,None
disp_lobe1_00333.tif,None
disp_lobe1_00334.tif,None
disp_lobe1_00335.tif,None
disp_lobe1_00336.tif,None
disp_lobe1_00337.tif,None
disp_lobe1_00338.tif,None
disp_lobe1_00339.tif,None
disp_lobe1_00340.tif,None
disp_lobe1_00341.tif,None
disp_lobe1_00342.tif,None
disp_lobe1_00343.tif,None
disp_lobe1_00344.tif,None
disp_lobe1_00345.tif,None
disp_lobe1_00346.tif,None
disp_lobe1_00347.tif,None
disp_lobe1_00348.tif,None
disp_lobe1_00349.tif,None
disp_lobe1_00350.tif,None
disp_lobe1_00351.tif,None
disp_lobe1_00352.tif,None
disp_lobe1_00353.tif,None
disp_lobe1_00354.tif,None
disp_lobe1_00355.tif,None
disp_lobe1_00356.tif,None
disp_lobe1_00357.tif,None
disp_lobe1_00358.tif,None
disp_lobe1_00359.tif,None
disp_lobe1_00360.tif,None
disp_lobe1_00361.tif,None
disp_lobe1_00362.tif,None
disp_lobe1_00363.tif,None
disp_lobe1_00364.tif,None
disp_lobe1_00365.tif,None
disp_lobe1_00366.tif,None
disp_lobe1_00367.tif,None
disp_lobe1_00368.tif,None
disp_lobe1_00369.tif,None
disp_lobe1_00370.tif,None
disp_lobe1_00371.tif,None
disp_lobe1_00372.tif,None
disp_lobe1_00373.tif,None
disp_lobe1_00374.tif,None
disp_lobe1_00375.tif,None
disp_lobe1_00376.tif,None
disp_lobe1_00377.tif,None
disp_lobe1_00378.tif,None
disp_lobe1_00379.tif,None
disp_lobe1_00380.tif,None
disp_lobe1_00381.tif,None
disp_lobe1_00382.tif,None
disp_lobe1_00383.tif,None
disp_lobe1_00384.tif,None
disp_lobe1_00385.tif,None
disp_lobe1_00386.tif,None
disp_lobe1_00387.tif,None
disp_lobe1_00388.tif,None
disp_lobe1_00389.tif,None
disp_lobe1_00390.tif,None
disp_lobe1_00391.tif,mask_lobe1_00391.tif
disp_lobe1_00392.tif,None
disp_lobe1_00393.tif,None
disp_lobe1_00394.tif,None
disp_lobe1_00395.tif,None
disp_lobe1_00396.tif,None
disp_lobe1_00397.tif,None
disp_lobe1_00398.tif,None
disp_lobe1_00399.tif,None
disp_lobe1_00400.tif,None
disp_lobe1_00401.tif,None
disp_lobe1_00402.tif,None
disp_lobe1_00403.tif,None
disp_lobe1_00404.tif,None
disp_lobe1_00405.tif,None
disp_lobe1_00406.tif,None
disp_lobe1_00407.tif,None
disp_lobe1_00408.tif,None
disp_lobe1_00409.tif,None
disp_lobe1_00410.tif,None
disp_lobe1_00411.tif,None
disp_lobe1_00412.tif,None
disp_lobe1_00413.tif,None
disp_lobe1_00414.tif,None
disp_lobe1_00415.tif,None
disp_lobe1_00416.tif,None
disp_lobe1_00417.tif,None
disp_lobe1_00418.tif,None
disp_lobe1_00419.tif,None
disp_lobe1_00420.tif,None
disp_lobe1_00421.tif,None
disp_lobe1_00422.tif,None
disp_lobe1_00423.tif,None
disp_lobe1_00424.tif,None
disp_lobe1_00425.tif,None
disp_lobe1_00426.tif,None
disp_lobe1_00427.tif,None
disp_lobe1_00428.tif,None
disp_lobe1_00429.tif,None
disp_lobe1_00430.tif,None
disp_lobe1_00431.tif,None
disp_lobe1_00432.tif,None
disp_lobe1_00433.tif,None
disp_lobe1_00434.tif,None
disp_lobe1_00435.tif,None
disp_lobe1_00436.tif,None
disp_lobe1_00437.tif,None
disp_lobe1_00438.tif,None
disp_lobe1_00439.tif,None
disp_lobe1_00440.tif,None
disp_lobe1_00441.tif,None
disp_lobe1_00442.tif,None
disp_lobe1_00443.tif,mask_lobe1_00443.tif
disp_lobe1_00444.tif,None
disp_lobe1_00445.tif,None
disp_lobe1_00446.tif,None
disp_lobe1_00447.tif,None
disp_lobe1_00448.tif,None
disp_lobe1_00449.tif,None
disp_lobe1_00450.tif,None
disp_lobe1_00451.tif,None
disp_lobe1_00452.tif,None
disp_lobe1_00453.tif,None
disp_lobe1_00454.tif,None
disp_lobe1_00455.tif,None
disp_lobe1_00456.tif,None
disp_lobe1_00457.tif,None
disp_lobe1_00458.tif,None
disp_lobe1_00459.tif,None
disp_lobe1_00460.tif,None
disp_lobe1_00461.tif,None
disp_lobe1_00462.tif,None
disp_lobe1_00463.tif,None
disp_lobe1_00464.tif,None
disp_lobe1_00465.tif,None
disp_lobe1_00466.tif,None
disp_lobe1_00467.tif,None
disp_lobe1_00468.tif,None
disp_lobe1_00469.tif,None
disp_lobe1_00470.tif,None
disp_lobe1_00471.tif,None
disp_lobe1_00472.tif,None
disp_lobe1_00473.tif,None
disp_lobe1_00474.tif,None
disp_lobe1_00475.tif,None
disp_lobe1_00476.tif,None
disp_lobe1_00477.tif,None
disp_lobe1_00478.tif,None
disp_lobe1_00479.tif,None
disp_lobe1_00480.tif,None
disp_lobe1_00481.tif,None
disp_lobe1_00482.tif,None
disp_lobe1_00483.tif,None
disp_lobe1_00484.tif,None
disp_lobe1_00485.tif,None
disp_lobe1_00486.tif,None
disp_lobe1_00487.tif,None
disp_lobe1_00488.tif,None
disp_lobe1_00489.tif,None
disp_lobe1_00490.tif,None
disp_lobe1_00491.tif,None
disp_lobe1_00492.tif,None
disp_lobe1_00493.tif,None
disp_lobe1_00494.tif,None
disp_lobe1_00495.tif,None
disp_lobe1_00496.tif,None
disp_lobe1_00497.tif,None
disp_lobe1_00498.tif,None
disp_lobe1_00499.tif,None
disp_lobe1_00500.tif,None
disp_lobe1_00501.tif,None
disp_lobe1_00502.tif,None
disp_lobe1_00503.tif,None
disp_lobe1_00504.tif,None
disp_lobe1_00505.tif,None
disp_lobe1_00506.tif,None
disp_lobe1_00507.tif,None
disp_lobe1_00508.tif,None
disp_lobe1_00509.tif,None
disp_lobe1_00510.tif,mask_lobe1_00510.tif
disp_lobe1_00511.tif,None
disp_lobe1_00512.tif,None
disp_lobe1_00513.tif,None
disp_lobe1_00514.tif,None
disp_lobe1_00515.tif,None
disp_lobe1_00516.tif,mask_lobe1_00516.tif
disp_lobe1_00517.tif,None
disp_lobe1_00518.tif,None
disp_lobe1_00519.tif,None
disp_lobe1_00520.tif,None
disp_lobe1_00521.tif,None
disp_lobe1_00522.tif,None
disp_lobe1_00523.tif,None
disp_lobe1_00524.tif,None
disp_lobe1_00525.tif,None
disp_lobe1_00526.tif,None
disp_lobe1_00527.tif,None
disp_lobe1_00528.tif,None
disp_lobe1_00529.tif,None
disp_lobe1_00530.tif,None
disp_lobe1_00531.tif,None
disp_lobe1_00532.tif,None
disp_lobe1_00533.tif,None
disp_lobe1_00534.tif,None
disp_lobe1_00535.tif,None
disp_lobe1_00536.tif,None
disp_lobe1_00537.tif,None
disp_lobe1_00538.tif,None
disp_lobe1_00539.tif,None
disp_lobe1_00540.tif,None
disp_lobe1_00541.tif,None
disp_lobe1_00542.tif,None
disp_lobe1_00543.tif,None
disp_lobe1_00544.tif,None
disp_lobe1_00545.tif,None
disp_lobe1_00546.tif,None
disp_lobe1_00547.tif,None
disp_lobe1_00548.tif,None
disp_lobe1_00549.tif,None
disp_lobe1_00550.tif,None
disp_lobe1_00551.tif,None
disp_lobe1_00552.tif,None
disp_lobe1_00553.tif,None
disp_lobe1_00554.tif,None
disp_lobe1_00555.tif,None
disp_lobe1_00556.tif,None
disp_lobe1_00557.tif,None
disp_lobe1_00558.tif,None
disp_lobe1_00559.tif,None
disp_lobe1_00560.tif,None
disp_lobe1_00561.tif,None
disp_lobe1_00562.tif,None
disp_lobe1_00563.tif,None
disp_lobe1_00564.tif,None
disp_lobe1_00565.tif,None
disp_lobe1_00566.tif,None
disp_lobe1_00567.tif,None
disp_lobe1_00568.tif,None
disp_lobe1_00569.tif,None
disp_lobe1_00570.tif,None
disp_lobe1_00571.tif,None
disp_lobe1_00572.tif,None
disp_lobe1_00573.tif,None
disp_lobe1_00574.tif,None
disp_lobe1_00575.tif,None
disp_lobe1_00576.tif,None
disp_lobe1_00577.tif,None
disp_lobe1_00578.tif,None
disp_lobe1_00579.tif,None
disp_lobe1_00580.tif,None
disp_lobe1_00581.tif,None
disp_lobe1_00582.tif,None
disp_lobe1_00583.tif,None
disp_lobe1_00584.tif,None
disp_lobe1_00585.tif,mask_lobe1_00585.tif
disp_lobe1_00586.tif,None
disp_lobe1_00587.tif,None
disp_lobe1_00588.tif,None
disp_lobe1_00589.tif,None
disp_lobe1_00590.tif,None
disp_lobe1_00591.tif,None
disp_lobe1_00592.tif,None
disp_lobe1_00593.tif,None
disp_lobe1_00594.tif,None
disp_lobe1_00595.tif,None
disp_lobe1_00596.tif,None
disp_lobe1_00597.tif,None
disp_lobe1_00598.tif,None
disp_lobe1_00599.tif,None
disp_lobe1_00600.tif,None
disp_lobe1_00601.tif,None
disp_lobe1_00602.tif,None
disp_lobe1_00603.tif,None
disp_lobe1_00604.tif,None
disp_lobe1_00605.tif,None
disp_lobe1_00606.tif,None
disp_lobe1_00607.tif,None
disp_lobe1_00608.tif,None
disp_lobe1_00609.tif,None
disp_lobe1_00610.tif,None
disp_lobe1_00611.tif,None
disp_lobe1_00612.tif,None
disp_lobe1_00613.tif,None
disp_lobe1_00614.tif,None
disp_lobe1_00615.tif,None
disp_lobe1_00616.tif,None
disp_lobe1_00617.tif,None
disp_lobe1_00618.tif,None
disp_lobe1_00619.tif,None
disp_lobe1_00620.tif,None
disp_lobe1_00621.tif,None
disp_lobe1_00622.tif,None
disp_lobe1_00623.tif,None
disp_lobe1_00624.tif,None
disp_lobe1_00625.tif,None
disp_lobe1_00626.tif,None
disp_lobe1_00627.tif,None
disp_lobe1_00628.tif,None
disp_lobe1_00629.tif,None
disp_lobe1_00630.tif,None
disp_lobe1_00631.tif,None
disp_lobe1_00632.tif,None
disp_lobe1_00633.tif,None
disp_lobe1_00634.tif,None
disp_lobe1_00635.tif,None
disp_lobe1_00636.tif,None
disp_lobe1_00637.tif,None
disp_lobe1_00638.tif,None
disp_lobe1_00639.tif,None
disp_lobe1_00640.tif,None
disp_lobe1_00641.tif,None
disp_lobe1_00642.tif,None
disp_lobe1_00643.tif,None
disp_lobe1_00644.tif,None
disp_lobe1_00645.tif,None
disp_lobe1_00646.tif,None
disp_lobe1_00647.tif,None
disp_lobe1_00648.tif,None
disp_lobe1_00649.tif,None
disp_lobe1_00650.tif,None
disp_lobe1_00651.tif,None
disp_lobe1_00652.tif,None
disp_lobe1_00653.tif,None
disp_lobe1_00654.tif,None
disp_lobe1_00655.tif,None
disp_lobe1_00656.tif,None
disp_lobe1_00657.tif,None
disp_lobe1_00658.tif,None
disp_lobe1_00659.tif,None
disp_lobe1_00660.tif,None
disp_lobe1_00661.tif,None
disp_lobe1_00662.tif,None
disp_lobe1_00663.tif,None
disp_lobe1_00664.tif,None
disp_lobe1_00665.tif,None
disp_lobe1_00666.tif,None
disp_lobe1_00667.tif,None
disp_lobe1_00668.tif,None
disp_lobe1_00669.tif,None
disp_lobe1_00670.tif,None
disp_lobe1_00671.tif,None
disp_lobe1_00672.tif,None
disp_lobe1_00673.tif,None
disp_lobe1_00674.tif,None
disp_lobe1_00675.tif,None
disp_lobe1_00676.tif,None
disp_lobe1_00677.tif,None
disp_lobe1_00678.tif,None
disp_lobe1_00679.tif,None
disp_lobe1_00680.tif,None
disp_lobe1_00681.tif,None
disp_lobe1_00682.tif,None
disp_lobe1_00683.tif,None
disp_lobe1_00684.tif,None
disp_lobe1_00685.tif,None
disp_lobe1_00686.tif,None
disp_lobe1_00687.tif,None
disp_lobe1_00688.tif,None
disp_lobe1_00689.tif,None
disp_lobe1_00690.tif,None
disp_lobe1_00691.tif,None
disp_lobe1_00692.tif,None
disp_lobe1_00693.tif,None
disp_lobe1_00694.tif,None
disp_lobe1_00695.tif,None
disp_lobe1_00696.tif,None
disp_lobe1_00697.tif,None
disp_lobe1_00698.tif,None
disp_lobe1_00699.tif,None
disp_lobe1_00700.tif,None
disp_lobe1_00701.tif,None
disp_lobe1_00702.tif,None
disp_lobe1_00703.tif,None
disp_lobe1_00704.tif,None
disp_lobe1_00705.tif,None
disp_lobe1_00706.tif,None
disp_lobe1_00707.tif,None
disp_lobe1_00708.tif,None
disp_lobe1_00709.tif,None
disp_lobe1_00710.tif,None
disp_lobe1_00711.tif,None
disp_lobe1_00712.tif,None
disp_lobe1_00713.tif,None
disp_lobe1_00714.tif,None
disp_lobe1_00715.tif,None
disp_lobe1_00716.tif,None
disp_lobe1_00717.tif,None
disp_lobe1_00718.tif,None
disp_lobe1_00719.tif,None
disp_lobe1_00720.tif,None
disp_lobe1_00721.tif,None
disp_lobe1_00722.tif,None
disp_lobe1_00723.tif,None
disp_lobe1_00724.tif,None
disp_lobe1_00725.tif,None
disp_lobe1_00726.tif,None
disp_lobe1_00727.tif,None
disp_lobe1_00728.tif,None
disp_lobe1_00729.tif,None
disp_lobe1_00730.tif,None
disp_lobe1_00731.tif,None
disp_lobe1_00732.tif,None
disp_lobe1_00733.tif,None
disp_lobe1_00734.tif,None
disp_lobe1_00735.tif,None
disp_lobe1_00736.tif,None
disp_lobe1_00737.tif,mask_lobe1_00737.tif
disp_lobe1_00738.tif,None
disp_lobe1_00739.tif,None
disp_lobe1_00740.tif,None
disp_lobe1_00741.tif,None
disp_lobe1_00742.tif,None
disp_lobe1_00743.tif,mask_lobe1_00743.tif
disp_lobe1_00744.tif,None
disp_lobe1_00745.tif,None
disp_lobe1_00746.tif,None
disp_lobe1_00747.tif,None
disp_lobe1_00748.tif,None
disp_lobe1_00749.tif,None
disp_lobe1_00750.tif,None
disp_lobe1_00751.tif,None
disp_lobe1_00752.tif,None
disp_lobe1_00753.tif,None
disp_lobe1_00754.tif,None
disp_lobe1_00755.tif,None
disp_lobe1_00756.tif,None
disp_lobe1_00757.tif,None
disp_lobe1_00758.tif,None
disp_lobe1_00759.tif,None
disp_lobe1_00760.tif,None
disp_lobe1_00761.tif,None
disp_lobe1_00762.tif,None
disp_lobe1_00763.tif,None
disp_lobe1_00764.tif,None
disp_lobe1_00765.tif,None
disp_lobe1_00766.tif,None
disp_lobe1_00767.tif,None
disp_lobe1_00768.tif,None
disp_lobe1_00769.tif,None
disp_lobe1_00770.tif,None
disp_lobe1_00771.tif,None
disp_lobe1_00772.tif,None
disp_lobe1_00773.tif,None
disp_lobe1_00774.tif,None
disp_lobe1_00775.tif,None
disp_lobe1_00776.tif,None
disp_lobe1_00777.tif,None
disp_lobe1_00778.tif,None
disp_lobe1_00779.tif,None
disp_lobe1_00780.tif,None
disp_lobe1_00781.tif,None
disp_lobe1_00782.tif,None
disp_lobe1_00783.tif,None
disp_lobe1_00784.tif,None
disp_lobe1_00785.tif,None
disp_lobe1_00786.tif,None
disp_lobe1_00787.tif,None
disp_lobe1_00788.tif,None
disp_lobe1_00789.tif,None
disp_lobe1_00790.tif,mask_lobe1_00790.tif
disp_lobe1_00791.tif,None
disp_lobe1_00792.tif,None
disp_lobe1_00793.tif,None
disp_lobe1_00794.tif,None
disp_lobe1_00795.tif,None
disp_lobe1_00796.tif,None
disp_lobe1_00797.tif,None
disp_lobe1_00798.tif,None
disp_lobe1_00799.tif,None
disp_lobe1_00800.tif,None
disp_lobe1_00801.tif,None
disp_lobe1_00802.tif,None
disp_lobe1_00803.tif,None
disp_lobe1_00804.tif,None
disp_lobe1_00805.tif,None
disp_lobe1_00806.tif,None
disp_lobe1_00807.tif,None
disp_lobe1_00808.tif,None
disp_lobe1_00809.tif,None
disp_lobe1_00810.tif,None
disp_lobe1_00811.tif,None
disp_lobe1_00812.tif,None
disp_lobe1_00813.tif,None
disp_lobe1_00814.tif,None
disp_lobe1_00815.tif,None
disp_lobe1_00816.tif,None
disp_lobe1_00817.tif,None
disp_lobe1_00818.tif,None
disp_lobe1_00819.tif,None
disp_lobe1_00820.tif,None
disp_lobe1_00821.tif,None
disp_lobe1_00822.tif,None
disp_lobe1_00823.tif,None
disp_lobe1_00824.tif,None
disp_lobe1_00825.tif,None
disp_lobe1_00826.tif,None
disp_lobe1_00827.tif,None
disp_lobe1_00828.tif,None
disp_lobe1_00829.tif,None
disp_lobe1_00830.tif,None
disp_lobe1_00831.tif,None
disp_lobe1_00832.tif,None
disp_lobe1_00833.tif,None
disp_lobe1_00834.tif,None
disp_lobe1_00835.tif,mask_lobe1_00835.tif
disp_lobe1_00836.tif,None
disp_lobe1_00837.tif,None
disp_lobe1_00838.tif,None
disp_lobe1_00839.tif,None
disp_lobe1_00840.tif,None
disp_lobe1_00841.tif,None
disp_lobe1_00842.tif,None
disp_lobe1_00843.tif,None
disp_lobe1_00844.tif,None
disp_lobe1_00845.tif,None
disp_lobe1_00846.tif,None
disp_lobe1_00847.tif,None
disp_lobe1_00848.tif,None
disp_lobe1_00849.tif,None
disp_lobe1_00850.tif,None
disp_lobe1_00851.tif,None
disp_lobe1_00852.tif,None
disp_lobe1_00853.tif,None
disp_lobe1_00854.tif,None
disp_lobe1_00855.tif,None
disp_lobe1_00856.tif,None
disp_lobe1_00857.tif,None
disp_lobe1_00858.tif,None
disp_lobe1_00859.tif,None
disp_lobe1_00860.tif,None
disp_lobe1_00861.tif,None
disp_lobe1_00862.tif,None
disp_lobe1_00863.tif,None
disp_lobe1_00864.tif,None
disp_lobe1_00865.tif,None
